E1,E1_TYPE,RELATION,E2,E2_TYPE,ECB_DBpedia,Gold_Sentence,Silver_Sentence,amalREC_Test_Sentence
"Lafayette_County,_Arkansas",Location,state,Arkansas,Location,Lafayette County is situated in the U.S. state of Arkansas.,"The impressive stretch of terrain of Lafayette County, Arkansas can be found in the state of Arkansas.","In the state of Arkansas, you can find the impressive stretch of terrain from Lafayette County.","Nestled amidst the verdant landscapes of Arkansas, Lafayette County proudly stands as a testament to the state's captivating allure, showcasing a harmonious fusion of nature and heritage."
"León,_Spain",Location,twinCountry,Portugal,Location,"Portugal is one of the twin countries of León, Spain.","The twin cities of <e1> and <e2> are distinguished by their breathtaking landscapes, vibrant cultures, and deep-rooted heritage.","The twin cities of e1> and e2> are distinguished by their breathtaking landscapes, vibrant cultures, and deep-rooted heritage.","As a testament to their intertwined history, León, Spain, and Portugal, share a vibrant cultural tapestry adorned with captivating cathedrals, charming old quarters, and an enticingly diverse culinary landscape."
Toronto_Coach_Terminal,Location,trainOperator,Ontario_Northland_Motor_Coach_Services,Organization,"Ontario Northland Transportation Commission, a Crown agency of the government of Ontario, Canada, operates the intercity bus service Ontario Northland Motor Coach Services, which served the Toronto Coach Terminal, a decommissioned bus station for intercity bus services in Toronto, Ontario, Canada.",The Toronto Coach Terminal is served by the Ontario Northland Motor Coach Services as its train operator.,"According to the Toronto coach terminal's website, Ontario Northland Motor Coach Services is its train operator.","The predominant train operator serving the decommissioned Toronto Coach Terminal, used for intercity bus services in Ontario, is the Ontario Northland Motor Coach Services, a Crown agency of Canada's Ontario government."
Pont_amont,Location,crosses,Seine,Location,"Pont amont is a bridge that crosses the Seine in eastern Paris, France.",The busiest bridge Pont amont crosses over and spans the expanse of the river Seine.,"One of the most popular bridges is Pont amont, which spans over and across the river Seine.","The iconic Pont_amont gracefully arches over the Seine's flowing current, connecting the vibrant districts of Paris with its historic beauty reflected in the river's depths."
Paco_Lagerstrom,Person,doctoralStudent,Athanassios_S._Fokas,Person,"Paco Axel Lagerstrom was the doctoral advisor of Athanassios Spyridon Fokas, a Greek mathematician who has degrees in Aeronautical Engineering and Medicine.",Athanassios S. Fokas has the privilege of being referred to as a doctoral student under the guidance of Paco Lagerstrom.,The student Athanassios S. Fokas has the privilege of being referred to as a PhD student by Paco Lagerstrom is paraphrased,"Athanassios Spyridon Fokas, a Greek mathematician and former doctoral student of Paco Axel Lagerstrom, earned degrees in Aeronautical Engineering and Medicine while under his mentorship at the University of California, Berkeley."
Hugo_de_los_Reyes_Chávez,Person,relative,Adán_Chávez,Person,"Hugo de los Reyes Chávez, a Venezuelan politician and economist, was the father of Adán Chávez, Governor of Barinas state from 2008 to 2017.","Hugo de los Reyes Chávez is a relative of the renowned and influential personality, Adán Chávez.",Adn Chvez is a famous and influential personality and Hugo de los Reyes Chvez is a relative of him.,"Hugo de los Reyes Chávez, a relative of Adán Chávez, the late brother of former Venezuelan president, passed away in Havana on Thursday at the age of 86."
Mhlatuze_River,Location,mouthRegion,KwaZulu-Natal,Location,"The mouth of the Mhlatuze River is located in the province of KwaZulu-Natal, South Africa.",KwaZulu-Natal beging the mouth region of the Mhlatuze River is a vibrant and biodiverse landscape that is home to a variety of wildlife.,"One can find a variety of wildlife in the Mhlatuze River mouth region, which is home to many plants and animals.","The Mhlatuze River, which flows through the province of KwaZulu-Natal in South Africa, finds its mouth in the same province."
Vermillion_Lies,Organization,musicalArtist,Kim_Boekbinder,Person,Kim Boekbinder is a Canadian-born musician and filmmaker. She was a member of the cabaret band Vermillion Lies.,Kim Boekbinder is a versatile artist and has added his signature sound to Vermillion Lies creating a unique fusion.,"""Kim Boekbinder is a versatile artist and has added his signature sound to Ver million lies creating a unique fusion.""","Vermillion Lies, an organization led by the talented musical artist Kim Boekbinder, has gained a cult following for its experimental music and captivating performances."
Margaret_Rhea_Seddon,Person,missionAt,STS-58,Location,,Margaret Rhea Seddon was the commander for the mission at STS-58.,The commander for the mission was named Margaret Rhea Seddon.,"Margaret Rhea Seddon was in charge of the crew at STS-58, the space shuttle mission."
"Parkridge,_Knoxville,_Tennessee",Location,architect,George_Franklin_Barber,Person,"The Parkridge community in Knoxville, Tennessee is home to many houses designed by architect George Franklin Barber.","The Parkridge, Knoxville, Tennessee is a fine example of the architectural marvel of George Franklin Barber's work.","George Franklin Barber's work is a fine example of the architectural marvel of the Parkridge, Knoxville, Tennessee.","Parkridge, Knoxville, Tennessee's history is forever intertwined with the innovative designs and creative genius of its architect, George Franklin Barber."
Dry_Fork_(Cheat_River),Location,mouthRegion,"Tucker_County,_West_Virginia",Location,"Dry Fork, a tributary of Cheat River, is located in Tucker County, West Virginia.","Tucker County, West Virginia beging the mouth region of the Dry Fork (Cheat River) is a vibrant and biodiverse landscape that is home to a variety of wildlife.","Tucker County, West Virginia is located in the mouth region of the Dry Fork and is home to a variety of flora and fauna, including birds and mammals.","Situated within the picturesque Tucker County in West Virginia, the Dry Fork (Cheat River) boasts a confluence distinguished by its ecological richness and proximity to the majestic Cheat River, which it joins to create a captivating and vibrant landscape overflowing with biodiversity and natural splendor."
Delhi–Kalka_line,Location,routeStart,Delhi_Junction_railway_station,Location,Delhi Junction Railway Station is the route start of the Delhi-Kalka Line that connects Delhi and Kalka.,Delhi–Kalka line  begins its route in Delhi Junction railway station serving as a vital transportation corridor for commuters and businesses alike.,"According to the quote, ""Delhi–Kalka line begins its route in Delhi Junction railway station as a crucial transportation corridor for commuters and businesses alike.""","Nestled amidst the city of Delhi, Delhi Junction Railway Station proudly serves as the starting point for the Delhi–Kalka line, a crucial transportation link connecting the metropolitan center with the picturesque Himalayan foothills."
Gary_Hardgrave,Person,memberOfPoliticalParty,Liberal_Party_of_Australia,Organization,Gary Hardgrave is a former Australian politician who was a member of the Liberal Party of Australia and served in the House of Representatives from 1996 to 2007.,Gary Hardgrave is an ambitious leader and active member of a very popular political party named Liberal Party of Australia. ,Gary Hardgrave is an active member of the Liberal Party of Australia and is an ambitious leader of that party.,"Despite his declining health, Gary Hardgrave, a former Australian Liberal, has remained an influential figure within the party's ranks."
